title,age,price,image_src,age_group
Police Car,5+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltc561fbe2f3cb7614/60312.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Train Station,7+,"€79,99",https://www.lego.com/cdn/cs/set/assets/blt241b584137d2f6cf/60335.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Igloo Holiday Adventure,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blte8d05cf1ea927374/41760.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Express Passenger Train,7+,"€159,99",https://www.lego.com/cdn/cs/set/assets/blt1d4fad9359e63c1d/60337.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mrs. Castillo's Turtle Van,7+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltb4cf030281cbd3e2/71456.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Pyroraptor & Dilophosaurus Transport,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt44343f22015fb0ff/76951.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Frozen Peaks,8+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt2b1543add5a422a9/21243.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Sonic's Green Hill Zone Loop Challenge,8+,"€104,99",https://www.lego.com/cdn/cs/set/assets/blt107ad59f504aa235/76994_alt6.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Christmas Jumper – Kids,4+,"€21,99",https://www.lego.com/cdn/cs/set/assets/blt092163756a27beaf/5008223.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
100 Years of Disney Animation Icons,6+,"€54,99",https://www.lego.com/cdn/cs/set/assets/bltb34e16f59d4595b4/43221.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Sora's Transforming Mech Bike Racer,8+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltc7e4b767d5cb558e/71792.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
LEGO® 2024 Wall Calendar,6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blteb9ed1835af1a202/5008141.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
LEGO Gift Card,6+,None,https://www.lego.com/cdn/cs/set/assets/blt67b166cbbc924521/2853101.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Monster Jam™ Megalodon™,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt240bcdb07af9f28a/42134.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Hogwarts Express ™ Train Set with Hogsmeade Station™,8+,"€129,99",https://www.lego.com/cdn/cs/set/assets/blt21850a6458b4090f/76423.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Lamborghini Countach,8+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt5981b1d7edee4c54/76908.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Penguin Slushy Van,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltce2e490162f962ba/60384.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Police Bike Car Chase,5+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt8fef1a0ac3774f36/60392.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Tulips,8+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt5633fe2e6f7d1710/40461.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Creative Monsters,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt0456dc5adf56f8e2/11017.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Coral Reef,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltb9c8670baa815920/21164.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Deep Dark Battle,8+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltf7d23334777e16f1/21246.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Rocket Launch Centre,7+,"€149,99",https://www.lego.com/cdn/cs/set/assets/bltb1f65cb1784e9079/60351_alt3.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Sea Rescue Center,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/bltef77c941b0665d6d/41736.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Gingerbread Man T-Shirt – Kids,4+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt548941e87095fb5a/5008214.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Bakey with Cakey Fun,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blte20079291cfdca26/10785.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Creative Monkey Fun,5+,"€9,99€5,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt47ddf25fb2965ce5/11031.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fast & Furious 1970 Dodge Charger R/T,8+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt2d9c5e59dbb06c71/76912.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Dog Rescue Van,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltb9fe0c15f3d53bbb/41741.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Super Robot,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt5299e5f66c4d1e1c/31124.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Ice-Cream Truck,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt136fb371e68cccbd/60253.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Gingerbread Man T-Shirt – Adults,4+,"€17,99",https://www.lego.com/cdn/cs/set/assets/blt2fb38b2a3b100140/5008218.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Swamp Adventure,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt445910b893e34d6c/21240.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Boba Fett's Starship™ Microfighter,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt95192a7e62d133f6/75344.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Monster Jam™ Monster Mutt™ Dalmatian,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltac18ffb4ddfcbc92/42150.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Darth Vader™ Mech,6+,"€15,99",https://www.lego.com/cdn/cs/set/assets/blt5a8ed1191b5a54f7/75368.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Freight Train,7+,"€179,99",https://www.lego.com/cdn/cs/set/assets/blt4c62631ffb86643f/60336.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Arctic Explorer Truck and Mobile Lab,6+,"€69,99",https://www.lego.com/cdn/cs/set/assets/blte995cc2925a67828/60378.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Deep-Sea Explorer Submarine,7+,"€104,99",https://www.lego.com/cdn/cs/set/assets/blt1ec3ffd4b0e10f96/60379.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Ferrari Daytona SP3 The Sense of Perfection,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltc55e72e340f8906d/5007627.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Minnie Key Chain,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/bltde85c973a0b66b04/853999.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Captain America Construction Figure,8+,"€37,99",https://www.lego.com/cdn/cs/set/assets/blta235075ce13c07a1/76258.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Snow Groomer,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt1223c5cfccaf3267/42148.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Zane’s Dragon Power Spinjitzu Race Car,7+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt62c4292579482988/71791.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Race Car,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt0aaa944d9b9bcbaf/60322.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Toyota GR Supra,7+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt5cab330944de71a9/76901.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Grogu™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt079573aad06242aa/854187.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Custom Car Garage,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt018136f51affe606/60389.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Jay’s Lightning Jet EVO,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltc45ee480e0a8b99b/71784.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fire Command Truck,7+,"€54,99",https://www.lego.com/cdn/cs/set/assets/bltb24e963aed6f6a78/60374.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Disney Duos,6+,"€47,99",https://www.lego.com/cdn/cs/set/assets/blt3f6e53ee77c8ccc8/43226.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
LEGO® Christmas Train Puzzle,7+,"€16,99",https://www.lego.com/cdn/cs/set/assets/bltafcd537c4d79e31f/5008258.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Pancake Shop,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltead604f4931b9e54/41753.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Dog Rescue Centre,7+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltfdca8297113331ed/41727.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Vintage Motorcycle,8+,"€14,99",https://www.lego.com/cdn/cs/set/assets/bltf50085621db2b97e/31135.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Blue Baseplate,4+,"€8,99",https://www.lego.com/cdn/cs/set/assets/bltb009e4aed70a87b7/11025.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Ariel's Treasure Chest,6+,"€47,99",https://www.lego.com/cdn/cs/set/assets/blt47858195a24ecf83/43229.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Unicorn Creative Family Pack,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt586449df3cb1c956/41962.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Hogsmeade™ Village Visit,8+,"€89,99",https://www.lego.com/cdn/cs/set/assets/blt409d3a5f0800a95e/76388.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Modified Race Cars,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt1f26869e22c975c2/60396.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Gabby & MerCat's Ship & Spa,4+,"€20,99",https://www.lego.com/cdn/cs/set/assets/bltbeba66cbde298e1b/10786.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Heatwave Transforming Lava Dragon,8+,"€52,99",https://www.lego.com/cdn/cs/set/assets/bltf57134bf57d9441d/71793.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mobile Fashion Boutique,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt1e363d53b84dd06c/41719.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Ice Cream Truck Police Chase,5+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt3e962866d2b0b82d/60314.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Tractor,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt8869ab93cdddba2a/60287.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mobile Police Dog Training,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt78935c3f9677145f/60369.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mia's Wildlife Rescue,7+,"€49,99€29,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt04c168ea2967ab79/41717.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Cat Peach Suit and Frozen Tower Expansion Set,7+,"€69,99€41,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt46074765e090080d/71407.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Pet Adoption Café,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltdfad80082af39c20/41699.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Creative Pastel Fun,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltdd5c4bc2f25a46d6/11028.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Valentine Lovebirds,8+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt6e10488b320b52c1/40522.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Tracks,5-12,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt05dd2e8802f45f28/60205.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Hulk vs. Rhino Truck Showdown,4+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt7aac15b15bf0927c/10782.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Hulk Mech Armour,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt7dfdc19c15696b5f/76241.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Street Skate Park,6+,"€54,99",https://www.lego.com/cdn/cs/set/assets/bltdd02a77fc7599129/60364.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Tumbler with Drinking Straw,6+,"€7,99",https://www.lego.com/cdn/cs/set/assets/blta2c3606d2c357f07/5007276.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Doughnut Shop,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt8b97459d88b0bc01/41723.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Monster Truck Race,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blte1a459660099adc4/60397.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Batmobile™: Batman™ vs. The Joker™ Chase,8+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltc119ea87db2c9c54/76224.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Horse Show Trailer,8+,"€99,99€69,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt59f55f90092f64c6/41722.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Turtle Protection Vehicle,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt76fd8b3945964693/41697.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Spinning Stunt Challenge,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt680c04a2cb6c4440/60360.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mickey Key Chain,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt5421496def410f24/853998.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Miles Morales: Spider-Man’s Techno Trike,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt95be96c39e3d24fc/10781.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
LEGO® Gold Minifigure Key Chain,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/bltadb48cc3a712c77d/850807.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mobile Crane,7+,"€44,99",https://www.lego.com/cdn/cs/set/assets/bltec4aa7bf8ac429a4/60324.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Obi-Wan Kenobi’s Jedi Starfighter™,7+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt2e698545667a8111/75333.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
LEGO® Minifigure-a-Day 2024 Daily Calendar,6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt365625d9313b9f2d/5008142.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Kitty Fairy's Garden Party,4+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltd4011210529f2c09/10787.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Princess Enchanted Journey,6+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltbb5aaea04225173c/43216.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Cozy House,8+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blt8fa82af2949ffc86/31139.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Olivia's Space Academy,8+,"€69,99€48,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt973ccc68818dc788/41713.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The LEGO Ideas Book New Edition: You Can Build Anything!,7+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt8a347b97b6efd8f1/5007583.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fighter Plane Chase,8+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltb2875fccb8417e8f/77012.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fire Station and Fire Engine,4+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt6c5b65659d92fc19/60375.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Horse Training,4+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt46b79f7c1b58b59f/41746.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Little Mermaid Story Book,5+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt09c5a61f5ce3e4d2/43213.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Police Training Academy,6+,"€89,99",https://www.lego.com/cdn/cs/set/assets/bltc6f7269555c9a803/60372.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Batmobile™ Pursuit: Batman™ vs. The Joker™,4+,"€26,99",https://www.lego.com/cdn/cs/set/assets/blt51f2e99ded965f47/76264.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Lunar Space Station,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blt329c3bf110f2c7bb/60349.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Mushroom House,8+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt466227382d54b5b4/21179.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Australia Postcard,7+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt9cdeec0032a63903/40651.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fire Helicopter,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt1aec07fa865b90e0/60318.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Friendship Tree House,8+,"€79,99",https://www.lego.com/cdn/cs/set/assets/blt2d59c30a1f5031ab/41703_WEB_PRI_NOBG.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Lloyd's Ninja Mech,4+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt71b06438419c488b/71757.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Gryffindor™ Lunch Set,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt96086da42d9fdc95/5007894.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Creeper™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt81743d1f02b38788/854242.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Autumn's Horse Stable,7+,"€62,99",https://www.lego.com/cdn/cs/set/assets/blt300e51ca9e1e66cf/41745.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Gaming Tournament Truck,7+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt56f67c0264e33a6e/60388.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Downtown,8+,"€209,99",https://www.lego.com/cdn/cs/set/assets/blt8bd963c2fd61d3eb/60380.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Eeyore Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt17240a7da0789b65/854203.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Darth Vader™ Holiday Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/blt0fcaa6c8e319b478/5007462.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Disney Princess Creative Castles​,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt94216aae541faba3/43219.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Madrigal House,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt2ca5e68542c05dd8/43202_.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Lunar Roving Vehicle,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltf262cfe0e35b1a59/60348.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Bathtub Stunt Bike,5+,"€7,99",https://www.lego.com/cdn/cs/set/assets/bltc542406e5730bbc8/60333.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Racing Plane,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt8c64e50415f68f11/42117.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Elsa’s Castle Courtyard,5+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt30663aa287baa4b7/43199_.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Bear Stunt Bike,5+,"€7,99",https://www.lego.com/cdn/cs/set/assets/blt9bb6d191870bc8f6/60356.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Ultimate Stunt Riders Challenge,7+,"€89,99",https://www.lego.com/cdn/cs/set/assets/bltfdb9dbd1d7009e77/60361.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Dog Rescue Bike,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt85739791cebc52da/41738.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Pegasus Flying Horse,8+,"€52,99",https://www.lego.com/cdn/cs/set/assets/bltf26a67d62a34ed46/71457.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Cargo Train,6-12,"€189,99",https://www.lego.com/cdn/cs/set/assets/blt18158984a1b6b2bf/60198.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
332nd Ahsoka's Clone Trooper™ Battle Pack,6+,"€20,99",https://www.lego.com/cdn/cs/set/assets/blt5636b7a9b8208f1b/75359.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Mickey & Friends Bracelets Mega Pack,6+,"€29,99€17,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt8319edda19227ecd/41947.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Street Racer,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt3542fc3a00dd0a88/31127.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
T. rex Dinosaur Breakout,4+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt501a5bd28a171ce3/76944.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Double Loop Stunt Arena,7+,"€149,99€89,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt96109d0d153860ff/60339.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Cyber Drone,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltd4f3d5eb2a835297/31111.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Fire Rescue & Police Chase,5+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt1cb08ffbabda52ef/60319.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
2x4 Red Luggage Tag,6+,"€4,99",https://www.lego.com/cdn/cs/set/assets/blt8bb01f8681224b64/5005542.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Winnie the Pooh Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blta59515331c56daa5/854191.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Chewbacca™ Holiday Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/blt5da3d614bc21e724/5007464.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Hair Salon,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt34e066ced7576c63/41743.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Enchanted Treehouse,7+,"€169,99",https://www.lego.com/cdn/cs/set/assets/blt90eb95b626e9b671/43215.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Batmobile™: The Penguin™ Chase,8+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt4274d9c534ae79a9/76181_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
How to Build LEGO® Cars,7+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt8fd113a6dbb1c92c/5007212.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
4x4 Off-Roader Adventures,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltfc05e0b23ab48939/60387.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Team Spidey at Green Goblin's Lighthouse,4+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltf30c124dd6fada18/10790.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Stormtrooper™ Holiday Plush,6+,"€35,99",https://www.lego.com/cdn/cs/set/assets/bltb672bf03ada7ec2e/5007463.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
The Pig House,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt46c8a70bf6e03ca0/21170.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Adventures with Peach Starter Course,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltdcfe121919b25f07/71403.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
"The ""Abandoned"" Mine",7+,"€22,99",https://www.lego.com/cdn/cs/set/assets/blt0ded690204cbdebc/21166.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
Batwing: Batman™ vs. The Joker™,8+,"€37,99",https://www.lego.com/cdn/cs/set/assets/blt7b695eacbd5bc1f4/76265.png?fit=crop&quality=80&width=320&height=320&dpr=1,6-8 Year Old
