title,age,price,image_src,age_group
Valentine Lovebirds,8+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt6e10488b320b52c1/40522.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Thanos Mech Armour,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt96a6076d209ef0ae/76242.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Diagon Alley™: Weasleys' Wizard Wheezes™,8+,"€94,99",https://www.lego.com/cdn/cs/set/assets/bltda3127813c3fe638/76422.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Igloo Holiday Adventure,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blte8d05cf1ea927374/41760.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Medium Creative Brick Box,4,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt70237dec0eef084a/10696.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Andrea's Theatre School,8+,"€99,99",https://www.lego.com/cdn/cs/set/assets/bltad913c2f3ecda1b8/41714.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
High-Speed Train,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blta672e6e144b4ff84/40518.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The City of Lanterns,9+,"€139,99",https://www.lego.com/cdn/cs/set/assets/blt4562eacd8da303fc/80036.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Gold Minifigure Key Chain,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/bltadb48cc3a712c77d/850807.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Spider-Man Final Battle,10+,"€104,99",https://www.lego.com/cdn/cs/set/assets/bltbc4d6a7466128785/76261.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Harry Potter™ Key Light,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt0ef890f3f6fa0ddf/5007905.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Minifigure Faces 1,000-Piece Puzzle",6+,"€17,99",https://www.lego.com/cdn/cs/set/assets/blt2419957e84ca2198/5007070.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ferrari Daytona SP3 The Sense of Perfection,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltc55e72e340f8906d/5007627.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ahsoka Tano's T-6 Jedi Shuttle,9+,"€74,99",https://www.lego.com/cdn/cs/set/assets/blt3a5fb2c3232a182b/75362.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Dog Rescue Van,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltb9fe0c15f3d53bbb/41741.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mrs. Castillo's Turtle Van,7+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltb4cf030281cbd3e2/71456.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Downtown,8+,"€209,99",https://www.lego.com/cdn/cs/set/assets/blt8bd963c2fd61d3eb/60380.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Creeper™ Ambush,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltb19e2d7a94c700b0/21177.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™ Chamber of Secrets,9+,"€149,99",https://www.lego.com/cdn/cs/set/assets/blt41a96cedbf053524/76389_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Brick Botanicals 1,000-Piece Puzzle",9+,"€18,99",https://www.lego.com/cdn/cs/set/assets/blt006caabe61ec7a81/5007851.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Heatwave Transforming Lava Dragon,8+,"€52,99",https://www.lego.com/cdn/cs/set/assets/bltf57134bf57d9441d/71793.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Freight Train,7+,"€179,99",https://www.lego.com/cdn/cs/set/assets/blt4c62631ffb86643f/60336.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Pick A Brick,7-99,None,https://www.lego.com/cdn/cs/set/assets/bltd94f225682313600/11998.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The LEGO Ideas Book New Edition: You Can Build Anything!,7+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt8a347b97b6efd8f1/5007583.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Sonic the Hedgehog™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt7553be6f80302be6/854239.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The End Arena,8+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt32b5c1d4c93f9146/21242.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Friendship Tree House,8+,"€79,99",https://www.lego.com/cdn/cs/set/assets/blt2d59c30a1f5031ab/41703_WEB_PRI_NOBG.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Disney Duos,6+,"€47,99",https://www.lego.com/cdn/cs/set/assets/blt3f6e53ee77c8ccc8/43226.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lion Dance Guy,10+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt29d71e0f0a2b3015/40540.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Arctic Explorer Ship,7+,"€149,99",https://www.lego.com/cdn/cs/set/assets/blt72a3efa073883cdc/60368.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Millennium Falcon™,9+,"€169,99",https://www.lego.com/cdn/cs/set/assets/blt892f38a4fd55edeb/75257.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Cozy House,8+,"€59,99",https://www.lego.com/cdn/cs/set/assets/blt8fa82af2949ffc86/31139.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Obi-Wan Kenobi’s Jedi Starfighter™,7+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt2e698545667a8111/75333.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Mushroom House,8+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt466227382d54b5b4/21179.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Battle of Hogwarts™,9+,"€84,99",https://www.lego.com/cdn/cs/set/assets/bltf6a98584bcc9cf54/76415.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
John Deere 9620R 4WD Tractor,8+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt0a8d81639354c858/42136.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Train Station,7+,"€79,99",https://www.lego.com/cdn/cs/set/assets/blt241b584137d2f6cf/60335.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Mandalorian™ & the Child,10+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltf26654748edaee26/75317.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Moana & Merida,10+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt5f017d6b3a43be0f/40621.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mickey & Friends Bracelets Mega Pack,6+,"€29,99€17,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt8319edda19227ecd/41947.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Snow Groomer,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt1223c5cfccaf3267/42148.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Minifigure Wallet,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt33e6ad9edd92cfc9/5007484.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Madrigal House,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt2ca5e68542c05dd8/43202_.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Fast & Furious 1970 Dodge Charger R/T,8+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt2d9c5e59dbb06c71/76912.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Pig House,8+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt46c8a70bf6e03ca0/21170.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Fantasy Forest Creatures,7+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt535e4d46cfbd2543/31125.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Jay’s Lightning Jet EVO,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltc45ee480e0a8b99b/71784.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Monster Jam™ Dragon™,7+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltdf7f4ce40e5297ae/42149.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
501st Clone Troopers™ Battle Pack,6+,"€19,99",https://www.lego.com/cdn/cs/set/assets/bltf394757329116141/75345.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Fantastical Tree House,9+,"€104,99",https://www.lego.com/cdn/cs/set/assets/blt75116b14ceb67a42/71461.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Mandalorian's N-1 Starfighter™,9+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltdde2b9ac9b135644/75325.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Firefighter Aircraft,10+,"€109,99",https://www.lego.com/cdn/cs/set/assets/blte4b10b54441819a6/42152.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Pirate Ship,9+,"€129,99",https://www.lego.com/cdn/cs/set/assets/blt3159a04aea0b5c6d/31109_alt.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Medieval Castle,9+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt9f492e9dd0fcb7a5/31120_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Race Cars,7-12,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltd91693f44b09a148/5007645.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Eeyore Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt17240a7da0789b65/854203.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Temple of the Dragon Energy Cores,8+,"€94,99",https://www.lego.com/cdn/cs/set/assets/blte0d3845b7b2a728c/71795.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Autumn's House,7+,"€69,99",https://www.lego.com/cdn/cs/set/assets/blta3feba71126482f6/41730.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Peter Pan & Wendy's Flight over London,10+,"€64,99",https://www.lego.com/cdn/cs/set/assets/blta9cf728f7ec432e6/43232.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Main Street,9+,"€139,99",https://www.lego.com/cdn/cs/set/assets/bltc40dce720aa46986/31141.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Miles Morales Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt2505002b1471f6b9/854153.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Deep Dark Battle,8+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltf7d23334777e16f1/21246.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Fox Lodge,8+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt45d6dcf64351623d/21178.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Harry Potter™ & Cho Chang,10+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blt1ced90e8c199e31f/40616.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Vintage Motorcycle,8+,"€14,99",https://www.lego.com/cdn/cs/set/assets/bltf50085621db2b97e/31135.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Batman™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt3026375a1d0cbd0c/854235.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Heartlake Downtown Diner,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltc63153d32a763de8/41728.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
McLaren Senna GTR™,10+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt98ab23663c973e9b/42123.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Stormtrooper™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt555d6ae390298356/853946.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
NASCAR® Next Gen Chevrolet Camaro ZL1,9+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt0e11864df86759cb/42153.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Sonic's Speed Sphere Challenge,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt3d9f6aaeeab6f91d/76990_alt7.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ice-Cream Shop,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt71f8dabc0a3e31c0/60363.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
AT-TE™ Walker,9+,"€139,99",https://www.lego.com/cdn/cs/set/assets/blt05cf4b74ee94dd14/75337.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Peach’s Castle Expansion Set,8+,"€129,99",https://www.lego.com/cdn/cs/set/assets/bltd7927025ca21b239/71408.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Winnie the Pooh Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blta59515331c56daa5/854191.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hogwarts™ Astronomy Tower,9+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt8e41b805a1252580/75969.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
5-Minute Harry Potter™ Builds,6+,"€21,99",https://www.lego.com/cdn/cs/set/assets/bltb3edb249b90e1001/5007554.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Gaming Tournament Truck,7+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt56f67c0264e33a6e/60388.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Rocket Mech Armour,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/bltbf51b08c9a532607/76243.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Autumn's Horse Stable,7+,"€62,99",https://www.lego.com/cdn/cs/set/assets/blt300e51ca9e1e66cf/41745.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Megapolis City 5th Anniversary,10+,"€179,99",https://www.lego.com/cdn/cs/set/assets/bltc939f4923794698e/80054_alt1.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Lunar Roving Vehicle,6+,"€34,99",https://www.lego.com/cdn/cs/set/assets/bltf262cfe0e35b1a59/60348.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Combo Race Pack,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt9262c0293cceef09/60395.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mandalorian Fang Fighter vs. TIE Interceptor™,9+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt93cb95d8fa7b4869/75348.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Pancake Shop,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltead604f4931b9e54/41753.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Toyota GR Supra,7+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt5cab330944de71a9/76901.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Shrieking Shack & Whomping Willow™,9+,"€89,99",https://www.lego.com/cdn/cs/set/assets/blt4aba9f93966e5814/76407.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Ultimate Adventure Castle,6+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt54f40b69b02521c6/43205.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Brick Playing Cards,6+,"€16,99",https://www.lego.com/cdn/cs/set/assets/blt08f90a3e513a9d39/5006906_alt11.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mia's Wildlife Rescue,7+,"€49,99€29,99- 40%",https://www.lego.com/cdn/cs/set/assets/blt04c168ea2967ab79/41717.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
332nd Ahsoka's Clone Trooper™ Battle Pack,6+,"€20,99",https://www.lego.com/cdn/cs/set/assets/blt5636b7a9b8208f1b/75359.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Boba Fett's Starship™ Microfighter,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt95192a7e62d133f6/75344.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Police Station,6+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltf2fa832d9de1d829/60316.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Enchanted Treehouse,7+,"€169,99",https://www.lego.com/cdn/cs/set/assets/blt90eb95b626e9b671/43215.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Creative Animal Drawer,6+,"€24,99",https://www.lego.com/cdn/cs/set/assets/blt64412732dda2a799/41805.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Turtle Protection Vehicle,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/blt76fd8b3945964693/41697.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
TIE Bomber™,9+,"€64,99",https://www.lego.com/cdn/cs/set/assets/bltd3b63280c2b9f8fc/75347.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hermione Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt456225544c90784b/854115.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Formula E® Porsche 99X Electric,9+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt47f6196a7ba2484c/42137.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
4x4 Off-Roader Adventures,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltfc05e0b23ab48939/60387.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Minnie Key Chain,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/bltde85c973a0b66b04/853999.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Dinosaur Fossils: T. rex Skull,9+,"€39,99",https://www.lego.com/cdn/cs/set/assets/bltbb93d33ea37d4858/76964_alt1.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Ruined Portal,8+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blt15d7ade06bd8d420/21172.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Hair Salon,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt34e066ced7576c63/41743.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Nook's Cranny & Rosie's House,7+,"€74,99",https://www.lego.com/cdn/cs/set/assets/bltfb778c239f3e23d4/77050.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
How to Build LEGO® Dinosaurs,7+,"€12,99",https://www.lego.com/cdn/cs/set/assets/blt03254776dcc99410/5007582.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Sea Rescue Center,7+,"€49,99",https://www.lego.com/cdn/cs/set/assets/bltef77c941b0665d6d/41736.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Skate Park,6+,"€49,99",https://www.lego.com/cdn/cs/set/assets/blt0313c84a7c4b4915/41751.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Zane’s Dragon Power Spinjitzu Race Car,7+,"€34,99",https://www.lego.com/cdn/cs/set/assets/blt62c4292579482988/71791.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Audi RS Q e-tron,10+,"€169,99",https://www.lego.com/cdn/cs/set/assets/blt0307b21e401a1e7b/42160.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Auspicious Dragon,10+,"€79,99",https://www.lego.com/cdn/cs/set/assets/bltf468495d3d0fa34f/80112.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Olivia's Space Academy,8+,"€69,99€48,99- 30%",https://www.lego.com/cdn/cs/set/assets/blt973ccc68818dc788/41713.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Asha's Cottage,7+,"€52,99",https://www.lego.com/cdn/cs/set/assets/blt94212518c6068883/43231.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
THE BATMAN – BATCYCLE™,9+,"€54,99",https://www.lego.com/cdn/cs/set/assets/blt0dbaca67941881f9/42155.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Dumbledore Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt639c015b530946d7/854198.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Adventures with Peach Starter Course,6+,"€59,99",https://www.lego.com/cdn/cs/set/assets/bltdcfe121919b25f07/71403.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Venom Figure,8+,"€29,99€20,99- 30%",https://www.lego.com/cdn/cs/set/assets/bltb6c692b914d00b2c/76230.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Heartlake City Shopping Mall,8+,"€119,99",https://www.lego.com/cdn/cs/set/assets/blt80d773e320b1b6ce/42604.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Rocket Launch Centre,7+,"€149,99",https://www.lego.com/cdn/cs/set/assets/bltb1f65cb1784e9079/60351_alt3.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Asha in the City of Rosas,6+,"€20,99",https://www.lego.com/cdn/cs/set/assets/bltd83b9846d6506535/43223.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
New Republic E-Wing™ vs. Shin Hati’s Starfighter™,9+,"€104,99",https://www.lego.com/cdn/cs/set/assets/blt038dac308f5a8f65/75364.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
"Paint Party 1,000-Piece Puzzle",9+,"€17,99",https://www.lego.com/cdn/cs/set/assets/blt8d7bb2e2fa51edab/5006203.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
AT-AT™,10+,"€169,99",https://www.lego.com/cdn/cs/set/assets/blt7dc15f12b7f8c85f/75288.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Darth Vader™ Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt0836a2d89e0cfacc/854236.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Note Brick,6+,"€12,99",https://www.lego.com/cdn/cs/set/assets/bltf9b0253f1f968299/5006202.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
The Coral Reef,7+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltb9c8670baa815920/21164.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Australia Postcard,7+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt9cdeec0032a63903/40651.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Money Tree,9+,"€24,99",https://www.lego.com/cdn/cs/set/assets/bltb241e5981be851cb/40648.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
NINJAGO® Printed Basic Backpack,6+,"€44,99",https://www.lego.com/cdn/cs/set/assets/blt69bfeab7dcc25537/5007648.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Big Box,7+,"€24,99€14,99- 40%",https://www.lego.com/cdn/cs/set/assets/bltde253af40c279401/41960.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Aragorn™ & Arwen™,10+,"€19,99",https://www.lego.com/cdn/cs/set/assets/blta84e06d436db4688/40632.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Pet Adoption Café,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/bltdfad80082af39c20/41699.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Mr. Oz's Spacebus,9+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blta0e3e350245a4c6b/71460.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Family Reunion Celebration,8+,"€99,99",https://www.lego.com/cdn/cs/set/assets/blt182acebcd064fd67/80113.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Fun to Color,6+,"€7,99",https://www.lego.com/cdn/cs/set/assets/blte6ddfb6dff806971/5007392.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Steve Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt042e561845a2cc12/854243.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Cyber Drone,6+,"€9,99",https://www.lego.com/cdn/cs/set/assets/bltd4f3d5eb2a835297/31111.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Olivia's Electric Car,6+,"€14,99",https://www.lego.com/cdn/cs/set/assets/blt9fbfde242cfe4f17/41443.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
2x4 Red Luggage Tag,6+,"€4,99",https://www.lego.com/cdn/cs/set/assets/blt8bb01f8681224b64/5005542.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Adhesive Patches Mega Pack,6+,"€29,99",https://www.lego.com/cdn/cs/set/assets/blte3369e74657a332d/41957.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Arctic Explorer Truck and Mobile Lab,6+,"€69,99",https://www.lego.com/cdn/cs/set/assets/blte995cc2925a67828/60378.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
LEGO® Hot Dog Guy Keyring,6+,"€5,99",https://www.lego.com/cdn/cs/set/assets/blt3313e33070e6f6d3/853571.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Sora's Transforming Mech Bike Racer,8+,"€47,99",https://www.lego.com/cdn/cs/set/assets/bltc7e4b767d5cb558e/71792.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
Black Widow & Captain America Motorcycles,6+,"€15,99",https://www.lego.com/cdn/cs/set/assets/blt935b3ad08c4c0812/76260.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
