,title,suggested_price(€),system,image_src,age_group
913,Sonic Superstars,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SonicSuperstars_image500w.jpg,Under 11 Year Old
914,Torchlight III,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TorchlightIII_image500w.jpg,Under 11 Year Old
915,Everybody 1-2-Switch!,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Everybody12Switch_image500w.jpg,Under 11 Year Old
916,Stardew Valley,13.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StardewValley_image500w.jpg,Under 11 Year Old
917,Little Nightmares I & II Bundle,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_LittleNightmares1And2_image500w.jpg,Under 11 Year Old
918,DRAGON QUEST® XI S: Echoes of an Elusive Age – Definitive Edition,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DragonQuestXI_enGB_image500w.jpg,Under 11 Year Old
919,Mom Simulator 2023,12.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MomSimulator2023_image500w.jpg,Under 11 Year Old
920,Let's Sing 2024 with International Hits,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_LetsSing2024_image500w.png,Under 11 Year Old
921,The Last Campfire,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheLastCampfire_image500w.jpg,Under 11 Year Old
922,New Super Mario Bros. U Deluxe,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NewSuperMarioBrosUDeluxe_image500w.jpg,Under 11 Year Old
923,Farm Tycoon,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FarmTycoon_image500w.jpg,Under 11 Year Old
924,PAWfectly Designed,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PawfectlyDesigned_image500w.jpg,Under 11 Year Old
925,Roots of Pacha,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RootsOfPacha_image500w.jpg,Under 11 Year Old
926,WarioWare: Move It!,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_WarioWareMoveIt_image500w.jpg,Under 11 Year Old
927,Nintendo Entertainment System – Nintendo Switch Online,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_NintendoSwitchOnline_NESgames_image500w.jpg,Under 11 Year Old
928,Jurassic Park Classic Games Collection,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_JurassicParkClassicGamesCollection_image500w.jpg,Under 11 Year Old
929,Return to Monkey Island,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_ReturnToMonkeyIsland_image500w.jpg,Under 11 Year Old
930,DAVE THE DIVER,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DaveTheDiver_image500w.jpg,Under 11 Year Old
931,Disney Classic Games: Aladdin and The Lion King,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DisneyClassicGamesAladdinAndTheLionKing_image500w.jpg,Under 11 Year Old
932,Castlevania Advance Collection,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CastlevaniaAdvanceCollection_image500w.jpg,Under 11 Year Old
933,Super Mario Party,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMarioParty_image500w.jpg,Under 11 Year Old
934,Mortal Shell: Complete Edition,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MortalShellCompleteEdition_image500w.jpg,Under 11 Year Old
935,Fashion Dreamer,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FashionDreamer_image500w.jpg,Under 11 Year Old
936,Hob: The Definitive Edition,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HobTheDefinitiveEdition_image500w.jpg,Under 11 Year Old
937,Bluey: The Videogame,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_BlueyTheVideogame_GBen_image500w.jpg,Under 11 Year Old
938,The Grinch: Christmas Adventures,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheGrinchChristmasAdventures_GBen_image500w.jpg,Under 11 Year Old
939,Xenoblade Chronicles: Definitive Edition,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_XenobladeChroniclesDefinitiveEdition_image500w.jpg,Under 11 Year Old
940,YouTube,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_YouTube_image500w.jpg,Under 11 Year Old
941,Ghostbusters: The Video Game Remastered,34.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_GhostbustersTheVideoGameRemastered_image500w.jpg,Under 11 Year Old
942,Advent Calendar,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_AdventCalendar_GB_image500w.jpg,Under 11 Year Old
943,SEGA Mega Drive – Nintendo Switch Online,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SEGAMegaDriveNintendoSwitchOnline_image500w.jpg,Under 11 Year Old
944,Rocket League®,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RocketLeague_image500w.jpg,Under 11 Year Old
945,Subnautica,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_Subnautica_image500w.jpg,Under 11 Year Old
946,Fall Guys,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FallGuys_image500w.jpg,Under 11 Year Old
947,Cult of the Lamb,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_CultOfTheLamb_image500w.jpg,Under 11 Year Old
948,Teenage Mutant Ninja Turtles: The Cowabunga Collection,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TeenageMutantNinjaTurtlesTheCowabungaCollection_image500w.jpg,Under 11 Year Old
949,Euro Truck Driver Simulator,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_EuroTruckDriverSimulator_image500w.jpg,Under 11 Year Old
950,Games Advent Calendar - 25 Days - 25 Surprises,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_GamesAdventCalendar25Days25Surprises_GBen_image500w.jpg,Under 11 Year Old
951,Mario Kart Live: Home Circuit,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MarioKartLiveHomeCircuit_image500w.jpg,Under 11 Year Old
952,Super Mario 3D World + Bowser's Fury,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMario3DWorldAndBowsersFury_image500w.jpg,Under 11 Year Old
953,Detective Pikachu Returns,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_DetectivePikachuReturns_GBen_image500w.jpg,Under 11 Year Old
954,Fire Emblem Engage,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FireEmblemEngage_EU_image500w.jpg,Under 11 Year Old
955,STAR WARS™ Knights of the Old Republic Bundle,26.49,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_STARWARSKnightsOfTheOldRepublicBundle_image500w.jpg,Under 11 Year Old
956,Celeste,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Celeste_image500w.jpg,Under 11 Year Old
957,Persona Collection,89.98,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PersonaCollection_image500w.jpg,Under 11 Year Old
958,Zumba® Burn It Up!,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ZumbaBurnItUp_image500w.jpg,Under 11 Year Old
959,Sonic Origins,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SonicOrigins_image500w.jpg,Under 11 Year Old
960,EA SPORTS FC™ 24,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_EaSportsFc24_image500w.jpg,Under 15 Year Old
961,Just Dance®,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_JustDance_V2_image500w.jpg,Under 15 Year Old
962,Disney Dreamlight Valley,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DisneyDreamlightValley_LionKing_image500w.jpg,Under 15 Year Old
963,Super Mario Bros. Wonder,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SuperMarioBrosWonder_image500w.jpg,Under 15 Year Old
964,Mario Kart 8 Deluxe,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MarioKart8Deluxe_image500w.jpg,Under 15 Year Old
965,Sports Party,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SportsParty_image500w.jpg,Under 15 Year Old
966,Suika Game,2.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SuikaGame_image500w.jpg,Under 15 Year Old
967,Pikmin 4,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Pikmin4_image500w.jpg,Under 15 Year Old
968,WRC 10 FIA World Rally Championship,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Wrc10FiaWorldRallyChampionship_image500w.jpg,Under 15 Year Old
969,Animal Crossing: New Horizons,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_AnimalCrossingNewHorizons_image500w.jpg,Under 15 Year Old
970,Football Manager 2024 Touch,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FootballManager2024Touch_image500w.jpg,Under 15 Year Old
971,HOT WHEELS UNLEASHED™,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_HotWheelsUnleashed_image500w.jpg,Under 15 Year Old
972,Disney Speedstorm,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_DisneySpeedstorm_image500w.jpg,Under 15 Year Old
973,Mario vs. Donkey Kong,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_MarioVsDonkeyKong_image500w.jpg,Under 15 Year Old
974,Overcooked: Special Edition,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_OvercookedSpecialEdition_image500w.jpg,Under 15 Year Old
975,Mario Party Superstars,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MarioPartySuperStars_image500w.jpg,Under 15 Year Old
976,V-Rally 4,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_VRally4_image500w.jpg,Under 15 Year Old
977,Sonic Superstars,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_SonicSuperstars_image500w.jpg,Under 15 Year Old
978,Everybody 1-2-Switch!,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_Everybody12Switch_image500w.jpg,Under 15 Year Old
979,Mom Simulator 2023,12.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MomSimulator2023_image500w.jpg,Under 15 Year Old
980,The Last Campfire,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TheLastCampfire_image500w.jpg,Under 15 Year Old
981,New Super Mario Bros. U Deluxe,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NewSuperMarioBrosUDeluxe_image500w.jpg,Under 15 Year Old
982,Farm Tycoon,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FarmTycoon_image500w.jpg,Under 15 Year Old
983,PAWfectly Designed,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_PawfectlyDesigned_image500w.jpg,Under 15 Year Old
984,Roots of Pacha,24.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_RootsOfPacha_image500w.jpg,Under 15 Year Old
985,Super Mario Party,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_SuperMarioParty_image500w.jpg,Under 15 Year Old
986,Fashion Dreamer,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_FashionDreamer_image500w.jpg,Under 15 Year Old
987,Bluey: The Videogame,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_BlueyTheVideogame_GBen_image500w.jpg,Under 15 Year Old
988,The Grinch: Christmas Adventures,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_TheGrinchChristmasAdventures_GBen_image500w.jpg,Under 15 Year Old
989,Advent Calendar,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_AdventCalendar_GB_image500w.jpg,Under 15 Year Old
990,Rocket League®,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_RocketLeague_image500w.jpg,Under 15 Year Old
991,Fall Guys,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_FallGuys_image500w.jpg,Under 15 Year Old
992,Euro Truck Driver Simulator,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_EuroTruckDriverSimulator_image500w.jpg,Under 15 Year Old
993,Games Advent Calendar - 25 Days - 25 Surprises,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_GamesAdventCalendar25Days25Surprises_GBen_image500w.jpg,Under 15 Year Old
994,Mario Kart Live: Home Circuit,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_MarioKartLiveHomeCircuit_image500w.jpg,Under 15 Year Old
995,Zumba® Burn It Up!,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_ZumbaBurnItUp_image500w.jpg,Under 15 Year Old
996,Sonic Origins,29.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_SonicOrigins_image500w.jpg,Under 15 Year Old
997,Barbie™ DreamHouse Adventures,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_BarbieDreamHouseAdventures_image500w.jpg,Under 15 Year Old
998,Crash™ Team Racing Nitro-Fueled,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_CrashTeamRacingNitroFueled_image500w.jpg,Under 15 Year Old
999,The Smurfs: Learn and Play,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_TheSmurfsLearnAndPlay_image500w.jpg,Under 15 Year Old
1000,Cities: Skylines - Nintendo Switch™ Edition,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CitySkylinesNintendoSwitchEdition_image500w.jpg,Under 15 Year Old
1001,Heave Ho,9.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_HeaveHo_image500w.jpg,Under 15 Year Old
1002,MONOPOLY for Nintendo Switch™ + MONOPOLY Madness,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_MonopolyForNintendoSwitchPlusMonopolyMadness_image500w.jpg,Under 15 Year Old
1003,Overcooked! 2,16.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_Overcooked2_image500w.jpg,Under 15 Year Old
1004,Train Driver Simulator,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_TrainDriverSimulator_image500w.jpg,Under 15 Year Old
1005,Super Kirby Clash,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SuperKirbyClash_image500w.jpg,Under 15 Year Old
1006,GRID™ Autosport,34.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_GridAutosport_image500w.jpg,Under 15 Year Old
1007,TETRIS 99,0.0,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Tetris99_image500w.jpg,Under 15 Year Old
1008,PAW Patrol World,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PawPatrolWorld_enGB_image500w.jpg,Under 15 Year Old
1009,Xtreme Club Racing,9.89,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_XtremeClubRacing_image500w.jpg,Under 15 Year Old
1010,Speedway Heroes,6.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_SpeedwayHeroes_image500w.jpg,Under 15 Year Old
1011,Football Run,9.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_FootballRun_image500w.jpg,Under 15 Year Old
1012,ISLANDERS: Console Edition,4.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_IslandersConsoleEdition_image500w.jpg,Under 15 Year Old
1013,Crash Drive 2,7.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_CrashDrive2_image500w.jpg,Under 15 Year Old
1014,Tower Of Babel,6.2,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_TowerOfBabel_image500w.jpg,Under 15 Year Old
1015,Marooners,12.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Marooners_image500w.jpg,Under 15 Year Old
1016,Brain Show,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_BrainShow_image500w.jpg,Under 15 Year Old
1017,Strike! Ten Pin Bowling,10.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_StrikeTenPinBowling_image500w.jpg,Under 15 Year Old
1018,Tennis World Tour,49.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_TennisWorldTour_image500w.jpg,Under 15 Year Old
1019,Super Mario Bros.,,Nintendo 3DS,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/virtual_console_nintendo_3ds_8/SQ_3DSVC_SuperMarioBros_image500w.jpg,Under 15 Year Old
1020,Farming Simulator 23: Nintendo Switch™ Edition,44.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1X1_NSwitch_FarmingSimulator23NintendoSwitchEdition_image500w.jpg,Under 15 Year Old
1021,Keep The Fire - Survival Simulator,8.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_KeepTheFireSurvivalSimulator_image500w.jpg,Under 15 Year Old
1022,Classic Games Collection Vol.2,4.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_ClassicGamesCollectionVol2_image500w.jpg,Under 15 Year Old
1023,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_DoraemonStoryOfSeasonsFriendsOfTheGreatKingdom_image500w.jpg,Under 15 Year Old
1024,Terraformers,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_Terraformers_image500w.jpg,Under 15 Year Old
1025,New Pokémon Snap,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_NewPokemonSnap_image500w.jpg,Under 15 Year Old
1026,Georifters,31.9,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/SQ_NSwitchDS_Georifters_image500w.jpg,Under 15 Year Old
1027,A Little to the Left,14.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_ALittleToTheLeft_image500w.jpg,Under 15 Year Old
1028,MotoGP™22,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_MotoGP22_image500w.jpg,Under 15 Year Old
1029,PlateUp!,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_PlateUp_image500w.jpg,Under 15 Year Old
1030,Donkey Kong Country: Tropical Freeze,59.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/SQ_NSwitch_DonkeyKongCountryTropicalFreeze_image500w.jpg,Under 15 Year Old
1031,Winter Games 2023,39.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_5/1x1_NSwitch_WinterGames2023_image500w.jpg,Under 15 Year Old
1032,Spirittea,19.99,Nintendo Switch,https://fs-prod-cdn.nintendo-europe.com/media/images/11_square_images/games_18/nintendo_switch_download_software/1x1_NSwitchDS_Spirittea_image500w.jpg,Under 15 Year Old
