,title,age,suggested_price(€),image_src,age_group
1236,Yellow Taxi,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt3b8cfa51af241104/40468.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1237,LEGO® Friends Advent Calendar 2023,6.0,,https://www.lego.com/cdn/cs/set/assets/bltdacf915527c3c3b8/41758.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1238,Birthday Set,7.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt8bbecdad248249ed/40382.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1239,Bird's Nest,9.0,12.99,https://www.lego.com/cdn/cs/set/assets/bltbce764b5f5b882c3/40639.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1240,"Miles ""Tails"" Prower",10.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt5124bf0c4d89c5c8/40628.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1241,Donald Duck,10.0,9.99,https://www.lego.com/cdn/cs/set/assets/blta5f3e2a24976f32c/40377.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1242,Daisy Duck,10.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt80869a7768d1d207/40476.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1243,White Rabbit,8.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt7f1bc0345d69b59b/31133.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1244,Exotic Parrot,7.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt1e80dee5dde5c723/31136.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1245,Up-Scaled LEGO® Minifigure,10.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt742e8599eb5e8931/40649.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1246,Yoda's Jedi Starfighter™,8.0,34.99,https://www.lego.com/cdn/cs/set/assets/bltd59757cc24bde13e/75360.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1247,Roses,8.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt4daf92ecc0e1f935/40460.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1248,Dump Truck,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt085c687eb1acebff/42147.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1249,Goofy & Pluto,10.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt4306c0eefd62f30f/40378.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1250,Beach Camper Van,8.0,49.99,https://www.lego.com/cdn/cs/set/assets/bltb7c2148d3e4a0b8c/31138.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1251,Porsche 963,9.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt6cc4b8e0f29a4e0f/76916.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1252,Space Shuttle,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt35eb893e7b4c6280/31134.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1253,Mighty Dinosaurs,,14.99,https://www.lego.com/cdn/cs/set/assets/blteba967f736f12e9e/31058_alt2.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1254,Piñata,8.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltd456831cb66e8ce4/40644.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1255,Birdhouse,8.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt60b8b9324fadbdfd/31143.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1256,Mobile Bubble Tea Shop,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt735a74f39f17a4e4/41733.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1257,Woody and Bo Peep,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt2beab7732a79b586/40553.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1258,Chip & Dale,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt0bac66ed0828e8ef/40550.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1259,Paris Postcard,9.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt46eb1a71bf507029/40568.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1260,Bugatti Bolide,9.0,49.99,https://www.lego.com/cdn/cs/set/assets/bltf73564a058fa0425/42151.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1261,"Scrooge McDuck, Huey, Dewey & Louie",10.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltee28d035d27d0ac6/40477.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1262,Motorcycle,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltb59abbeb31e7f6e7/42132.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1263,El Fuego's Stunt Cannon,6.0,3.99,https://www.lego.com/cdn/cs/set/assets/blt8970faeda9b28b84/30464.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1264,Professors of Hogwarts™,10.0,39.99,https://www.lego.com/cdn/cs/set/assets/blt8c72d4089c3dad47/40560.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1265,Moana's Wayfinding Boat,6.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt9dfb0b9e927dda58/43210.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1266,007 Aston Martin DB5,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt5fb26fee0777bc45/76911.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1267,Cat Hotel,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/blte5746d29fcdbf707/41742.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1268,Passenger Airplane,7.0,99.99,https://www.lego.com/cdn/cs/set/assets/blta636ffccc87fdf4b/60367.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1269,Ski and Climbing Center,7.0,104.99,https://www.lego.com/cdn/cs/set/assets/blte780055922ecc267/60366.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1270,Battle of Endor™ Heroes,10.0,39.99,https://www.lego.com/cdn/cs/set/assets/blt6ca0aa8d223ed976/40623.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1271,Bugatti Bolide Agile Blue,9.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt53a35db87a213912/42162.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1272,Hogwarts Express ™ Train Set with Hogsmeade Station™,8.0,129.99,https://www.lego.com/cdn/cs/set/assets/blt21850a6458b4090f/76423.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1273,Coruscant Guard Gunship™,9.0,149.99,https://www.lego.com/cdn/cs/set/assets/bltc063be795a30bfd4/75354.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1274,Harry Potter™ Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt7a29cab22c9c00f9/854114.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1275,Obi-Wan Kenobi™ & Darth Vader™,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt4be686c9aaced5fa/40547.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1276,Lamborghini Huracán Tecnica,9.0,52.99,https://www.lego.com/cdn/cs/set/assets/blt43ee5a1d2bc6afe0/42161.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1277,LEGO® Large Creative Brick Box,4.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt5c961fa3e9b716ec/10698.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1278,The Skeleton Dungeon,8.0,29.99,https://www.lego.com/cdn/cs/set/assets/blta5a870dc192f3386/21189.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1279,Hedwig™,10.0,39.99,https://www.lego.com/cdn/cs/set/assets/blt0f0fe1926e707af5/75979.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1280,The Mandalorian N-1 Starfighter™ Microfighter,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/bltdd47680dcd0ffdf5/75363.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1281,Santa Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt55cb6a3d2927caeb/854201.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1282,Spider-Man Figure,8.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt6539693a5993b3c6/76226.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1283,Creeper™ Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt81743d1f02b38788/854242.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1284,Zombie,10.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltf04ba10d32779189/40626.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1285,Spider Tank,9.0,52.99,https://www.lego.com/cdn/cs/set/assets/blt3de19d1ec415c640/75361.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1286,Car Wash,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltb8df5cf790769582/60362.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1287,Ghost & Phantom II,10.0,169.99,https://www.lego.com/cdn/cs/set/assets/blt743223623ed6a485/75357.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1288,1970 Ferrari 512 M,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltd140eeeac63cb114/76906.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1289,Darth Vader™ Mech,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/blt5a8ed1191b5a54f7/75368.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1290,Supersonic Jet,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt74be04b7e8e2374e/31126.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1291,Majestic Tiger,9.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt96a42a3282aef3e0/31129.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1292,Dolphin and Turtle,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt290d2bfd1ab4dffd/31128.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1293,Gandalf the Grey™ & Balrog™,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt625e667e3b206d20/40631.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1294,I am Groot,10.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt786d9a5e1bafd414/76217.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1295,Nightmare Shark Ship,10.0,139.99,https://www.lego.com/cdn/cs/set/assets/blt218ef1ee6a4a99ac/71469.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1296,Space Roller Coaster,9.0,104.99,https://www.lego.com/cdn/cs/set/assets/blte2213300ad453a44/31142.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1297,Family House and Electric Car,6.0,52.99,https://www.lego.com/cdn/cs/set/assets/blt61b430f9fba17132/60398.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1298,Captain America Construction Figure,8.0,37.99,https://www.lego.com/cdn/cs/set/assets/blta235075ce13c07a1/76258.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1299,Holiday Ski Slope and Café,9.0,84.99,https://www.lego.com/cdn/cs/set/assets/bltfa95dfd33fb7fbd3/41756.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1300,Deep Sea Creatures,7.0,14.99,https://www.lego.com/cdn/cs/set/assets/bltc691d8d0172af5f1/31088.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1301,Express Passenger Train,7.0,159.99,https://www.lego.com/cdn/cs/set/assets/blt1d4fad9359e63c1d/60337.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1302,"Harry, Hermione, Ron & Hagrid™",10.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltbc78df8e2ce91566/40495.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1303,LEGO® Iconic Chess Set,9.0,64.99,https://www.lego.com/cdn/cs/set/assets/blt46a07a9b068b46c2/40174.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1304,LEGO® Christmas Train Puzzle,7.0,16.99,https://www.lego.com/cdn/cs/set/assets/bltafcd537c4d79e31f/5008258.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1305,Horse Show Trailer,8.0,,https://www.lego.com/cdn/cs/set/assets/blt59f55f90092f64c6/41722.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1306,Lamborghini Countach,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt5981b1d7edee4c54/76908.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1307,Heartlake City Community Center,9.0,149.99,https://www.lego.com/cdn/cs/set/assets/blt5ecc7e3f9fd7c9f3/41748.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1308,Monster Jam™ Monster Mutt™ Dalmatian,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltac18ffb4ddfcbc92/42150.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1309,Boba Fett™ Mech,6.0,15.99,https://www.lego.com/cdn/cs/set/assets/blt2222d4354f5f9bb3/75369.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1310,Pagani Utopia,9.0,24.99,https://www.lego.com/cdn/cs/set/assets/bltd8b5f3b472a62a3d/76915.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1311,Alex,10.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltc971a95594361e17/40624.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1312,LEGO® 2024 Wall Calendar,6.0,16.99,https://www.lego.com/cdn/cs/set/assets/blteb9ed1835af1a202/5008141.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1313,Dilophosaurus Ambush,6.0,26.99,https://www.lego.com/cdn/cs/set/assets/blt53b4e416b587b9d4/76958.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1314,McLaren Solus GT & McLaren F1 LM,9.0,44.99,https://www.lego.com/cdn/cs/set/assets/blt449436c4784eb79b/76918.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1315,Ford Mustang Shelby® GT500®,9.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt4bd79c45c7dcd055/42138.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1316,Dog Rescue Centre,7.0,59.99,https://www.lego.com/cdn/cs/set/assets/bltfdca8297113331ed/41727.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1317,LEGO® Minifigure-a-Day 2024 Daily Calendar,6.0,16.99,https://www.lego.com/cdn/cs/set/assets/blt365625d9313b9f2d/5008142.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1318,Grogu™ Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt079573aad06242aa/854187.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1319,Porsche 911 RSR,10.0,199.99,https://www.lego.com/cdn/cs/set/assets/blt468d63d0eb6c81a8/42096.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1320,NASA Mars Rover Perseverance,10.0,94.99,https://www.lego.com/cdn/cs/set/assets/blta86927fe22ad5dd9/42158.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1321,Valentine Lovebirds,8.0,12.99,https://www.lego.com/cdn/cs/set/assets/blt6e10488b320b52c1/40522.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1322,Thanos Mech Armour,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt96a6076d209ef0ae/76242.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1323,Diagon Alley™: Weasleys' Wizard Wheezes™,8.0,94.99,https://www.lego.com/cdn/cs/set/assets/bltda3127813c3fe638/76422.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1324,Igloo Holiday Adventure,8.0,49.99,https://www.lego.com/cdn/cs/set/assets/blte8d05cf1ea927374/41760.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1325,LEGO® Medium Creative Brick Box,4.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt70237dec0eef084a/10696.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1326,Andrea's Theatre School,8.0,99.99,https://www.lego.com/cdn/cs/set/assets/bltad913c2f3ecda1b8/41714.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1327,High-Speed Train,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/blta672e6e144b4ff84/40518.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1328,The City of Lanterns,9.0,139.99,https://www.lego.com/cdn/cs/set/assets/blt4562eacd8da303fc/80036.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1329,LEGO® Gold Minifigure Key Chain,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/bltadb48cc3a712c77d/850807.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1330,Spider-Man Final Battle,10.0,104.99,https://www.lego.com/cdn/cs/set/assets/bltbc4d6a7466128785/76261.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1331,Harry Potter™ Key Light,6.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt0ef890f3f6fa0ddf/5007905.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1332,"Minifigure Faces 1,000-Piece Puzzle",6.0,17.99,https://www.lego.com/cdn/cs/set/assets/blt2419957e84ca2198/5007070.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1333,Ferrari Daytona SP3 The Sense of Perfection,6.0,59.99,https://www.lego.com/cdn/cs/set/assets/bltc55e72e340f8906d/5007627.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1334,Ahsoka Tano's T-6 Jedi Shuttle,9.0,74.99,https://www.lego.com/cdn/cs/set/assets/blt3a5fb2c3232a182b/75362.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1335,Dog Rescue Van,6.0,29.99,https://www.lego.com/cdn/cs/set/assets/bltb9fe0c15f3d53bbb/41741.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1336,Mrs. Castillo's Turtle Van,7.0,47.99,https://www.lego.com/cdn/cs/set/assets/bltb4cf030281cbd3e2/71456.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1337,Downtown,8.0,209.99,https://www.lego.com/cdn/cs/set/assets/blt8bd963c2fd61d3eb/60380.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1338,The Creeper™ Ambush,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltb19e2d7a94c700b0/21177.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1339,Hogwarts™ Chamber of Secrets,9.0,149.99,https://www.lego.com/cdn/cs/set/assets/blt41a96cedbf053524/76389_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1340,"Brick Botanicals 1,000-Piece Puzzle",9.0,18.99,https://www.lego.com/cdn/cs/set/assets/blt006caabe61ec7a81/5007851.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1341,Heatwave Transforming Lava Dragon,8.0,52.99,https://www.lego.com/cdn/cs/set/assets/bltf57134bf57d9441d/71793.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1342,Freight Train,7.0,179.99,https://www.lego.com/cdn/cs/set/assets/blt4c62631ffb86643f/60336.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1343,LEGO® Pick A Brick,,,https://www.lego.com/cdn/cs/set/assets/bltd94f225682313600/11998.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1344,The LEGO Ideas Book New Edition: You Can Build Anything!,7.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt8a347b97b6efd8f1/5007583.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1345,Sonic the Hedgehog™ Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt7553be6f80302be6/854239.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1346,The End Arena,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt32b5c1d4c93f9146/21242.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1347,Friendship Tree House,8.0,79.99,https://www.lego.com/cdn/cs/set/assets/blt2d59c30a1f5031ab/41703_WEB_PRI_NOBG.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1348,Disney Duos,6.0,47.99,https://www.lego.com/cdn/cs/set/assets/blt3f6e53ee77c8ccc8/43226.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1349,Lion Dance Guy,10.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt29d71e0f0a2b3015/40540.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1350,Arctic Explorer Ship,7.0,149.99,https://www.lego.com/cdn/cs/set/assets/blt72a3efa073883cdc/60368.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1351,Millennium Falcon™,9.0,169.99,https://www.lego.com/cdn/cs/set/assets/blt892f38a4fd55edeb/75257.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1352,Cozy House,8.0,59.99,https://www.lego.com/cdn/cs/set/assets/blt8fa82af2949ffc86/31139.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1353,Obi-Wan Kenobi’s Jedi Starfighter™,7.0,34.99,https://www.lego.com/cdn/cs/set/assets/blt2e698545667a8111/75333.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1354,The Mushroom House,8.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt466227382d54b5b4/21179.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1355,The Battle of Hogwarts™,9.0,84.99,https://www.lego.com/cdn/cs/set/assets/bltf6a98584bcc9cf54/76415.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1356,John Deere 9620R 4WD Tractor,8.0,29.99,https://www.lego.com/cdn/cs/set/assets/blt0a8d81639354c858/42136.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1357,Train Station,7.0,79.99,https://www.lego.com/cdn/cs/set/assets/blt241b584137d2f6cf/60335.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1358,The Mandalorian™ & the Child,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltf26654748edaee26/75317.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1359,Moana & Merida,10.0,19.99,https://www.lego.com/cdn/cs/set/assets/blt5f017d6b3a43be0f/40621.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1360,Mickey & Friends Bracelets Mega Pack,6.0,,https://www.lego.com/cdn/cs/set/assets/blt8319edda19227ecd/41947.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1361,Snow Groomer,7.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt1223c5cfccaf3267/42148.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1362,Minifigure Wallet,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/blt33e6ad9edd92cfc9/5007484.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1363,The Madrigal House,6.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt2ca5e68542c05dd8/43202_.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1364,Fast & Furious 1970 Dodge Charger R/T,8.0,24.99,https://www.lego.com/cdn/cs/set/assets/blt2d9c5e59dbb06c71/76912.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1365,The Pig House,8.0,49.99,https://www.lego.com/cdn/cs/set/assets/blt46c8a70bf6e03ca0/21170.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1366,Fantasy Forest Creatures,7.0,14.99,https://www.lego.com/cdn/cs/set/assets/blt535e4d46cfbd2543/31125.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1367,Jay’s Lightning Jet EVO,6.0,9.99,https://www.lego.com/cdn/cs/set/assets/bltc45ee480e0a8b99b/71784.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1368,Monster Jam™ Dragon™,7.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltdf7f4ce40e5297ae/42149.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1369,501st Clone Troopers™ Battle Pack,6.0,19.99,https://www.lego.com/cdn/cs/set/assets/bltf394757329116141/75345.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1370,Fantastical Tree House,9.0,104.99,https://www.lego.com/cdn/cs/set/assets/blt75116b14ceb67a42/71461.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1371,The Mandalorian's N-1 Starfighter™,9.0,64.99,https://www.lego.com/cdn/cs/set/assets/bltdde2b9ac9b135644/75325.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1372,Firefighter Aircraft,10.0,109.99,https://www.lego.com/cdn/cs/set/assets/blte4b10b54441819a6/42152.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1373,Pirate Ship,9.0,129.99,https://www.lego.com/cdn/cs/set/assets/blt3159a04aea0b5c6d/31109_alt.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1374,Medieval Castle,9.0,99.99,https://www.lego.com/cdn/cs/set/assets/blt9f492e9dd0fcb7a5/31120_Prod.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1375,Race Cars,,29.99,https://www.lego.com/cdn/cs/set/assets/bltd91693f44b09a148/5007645.jpg?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1376,Eeyore Keyring,6.0,5.99,https://www.lego.com/cdn/cs/set/assets/blt17240a7da0789b65/854203.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
1377,Temple of the Dragon Energy Cores,8.0,94.99,https://www.lego.com/cdn/cs/set/assets/blte0d3845b7b2a728c/71795.png?fit=crop&quality=80&width=320&height=320&dpr=1,9-12 Year Old
