,category,Image,Title,author,Price
507,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781474935937.jpg,Sticker Dolly Dressing Fashion ...,"Fiona Watt (author),...",15.34
508,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781471409981.jpg,How the King of Elfhame Learned...,Holly Black (author)...,20.65
509,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781523502073.jpg,"Baby, Let's Eat!",Stephan Lomp (artist),10.11
510,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781786852366.jpg,"Don't Worry, Be Happy",Poppy O'Neill,14.86
511,Teen and YA,https://blackwells.co.uk//jacket/200x200/9780702310423.jpg,The Subtle Knife,Philip Pullman (auth...,31.94
512,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781474979887.jpg,Why Do Things Die?,Katie Daynes (author...,14.58
513,Teen and YA,https://blackwells.co.uk//jacket/200x200/9780241463376.jpg,White Teeth,Zadie Smith,11.39
514,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781781129364.jpg,Teamwork!,Paul Stewart (author...,12.05
515,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781800900806.jpg,The Clockwork Queen,Peter Bunzl (author)...,12.77
516,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781444958058.jpg,Bumble & Snug and the Excited U...,Mark Bradley,12.05
517,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781786570185.jpg,The Cities Book,Livi Gosling (illust...,19.9
518,Teen and YA,https://blackwells.co.uk//jacket/200x200/9781406398694.jpg,The House by the Lake,Thomas Harding (auth...,13.53
519,Travel,https://blackwells.co.uk//jacket/200x200/9781788684460.jpg,South America,Regis St. Louis,21.41
520,Travel,https://blackwells.co.uk//jacket/200x200/9781910636145.jpg,Wales & The Marches,"Daniel Start, Tania ...",19.04
521,Travel,https://blackwells.co.uk//jacket/200x200/9781838691714.jpg,New Zealand,"Roxanne de Bruyn, Br...",20.31
522,Travel,https://blackwells.co.uk//jacket/200x200/9781604697896.jpg,The Landscapes of Anne of Green...,Catherine Reid,21.13
523,Travel,https://blackwells.co.uk//jacket/200x200/9783967041033.jpg,Wanderlust British & Irish Isles,"gestalten (editor), ...",40.65
524,Travel,https://blackwells.co.uk//jacket/200x200/9781789195460.jpg,Amsterdam,"Guides, Rough",14.04
525,Travel,https://blackwells.co.uk//jacket/200x200/9781849947671.jpg,Sea Pools,Chris Romer-Lee,35.54
526,Travel,https://blackwells.co.uk//jacket/200x200/9781782750857.jpg,Azores Tour & Trail Super-Durab...,Jan Kostura,15.41
527,Travel,https://blackwells.co.uk//jacket/200x200/9781787017559.jpg,Pocket Stockholm,"Becky Ohlsen, Charle...",12.77
528,Travel,https://blackwells.co.uk//jacket/200x200/9781786573759.jpg,Tibet,"Stephen Lioy, Megan ...",19.96
529,Travel,https://blackwells.co.uk//jacket/200x200/9788895218199.jpg,Puglia in Cucina: The Flavours ...,William Dello Russo ...,27.49
530,Travel,https://blackwells.co.uk//jacket/200x200/9780674275607.jpg,Travels With Tocqueville Beyond...,Jeremy Jennings,34.78
531,Travel,https://blackwells.co.uk//jacket/200x200/9781839058554.jpg,The Rough Guide to Thailand,"Paul Gray, Thomas Bird",21.74
532,Travel,https://blackwells.co.uk//jacket/200x200/9781922754752.jpg,Hidden Japan,Chiara Terzuolo (aut...,18.99
533,Travel,https://blackwells.co.uk//jacket/200x200/9782878682793.jpg,Rome Sketchbook,Fabrice Moireau (ill...,29.03
534,Travel,https://blackwells.co.uk//jacket/200x200/9781668022115.jpg,From Scratch,Tembi Locke,12.05
535,Travel,https://blackwells.co.uk//jacket/200x200/9780099535973.jpg,Bangkok Days,Lawrence Osborne,15.15
536,Travel,https://blackwells.co.uk//jacket/200x200/9781641602228.jpg,Pirate Women,Laura Sook Duncombe,20.26
537,Travel,https://blackwells.co.uk//jacket/200x200/9780691199795.jpg,Britain's Birds,"Rob Hume, Rob Still,...",25.36
538,Travel,https://blackwells.co.uk//jacket/200x200/9781910636343.jpg,Lost Lanes Central England,Jack Thurston,19.92
539,Travel,https://blackwells.co.uk//jacket/200x200/9781784703295.jpg,Summer,Karl Ove Knausgård (...,15.43
