,image_src,title,category,suggested_price(€)
163,https://www.tradeinn.com/h/13795/137952632/nsp-cocoflax-dream-rider-76-surfboard.jpg,nsp cocoflax dream rider 7´6´´ surfboard,equipment,757.99
164,https://www.tradeinn.com/h/13795/137952646/nsp-cse-chopstix-62-surfboard.jpg,nsp cse chopstix 6´2´´ surfboard,equipment,556.99
165,https://www.tradeinn.com/h/13795/137952650/nsp-cse-equalizer-84-surfboard.jpg,nsp cse equalizer 8´4´´ surfboard,equipment,1171.99
166,https://www.tradeinn.com/h/13795/137952655/nsp-cse-the-cheater-80-surfboard.jpg,nsp cse the cheater 8´0´´ surfboard,equipment,806.99
167,https://www.tradeinn.com/h/13795/137952656/nsp-cse-tinder-d8-510-surfboard.jpg,nsp cse tinder-d8 5´10´´ surfboard,equipment,565.99
168,https://www.tradeinn.com/h/13795/137952672/nsp-elements-fish-56-surfboard.jpg,nsp elements fish 5´6´´ surfboard,equipment,488.49
169,https://www.tradeinn.com/h/13795/137952685/nsp-elements-fish-68-surfboard.jpg,nsp elements fish 6´8´´ surfboard,equipment,481.99
170,https://www.tradeinn.com/h/13795/137952686/nsp-elements-fish-72-surfboard.jpg,nsp elements fish 7´2´´ surfboard,equipment,494.99
171,https://www.tradeinn.com/h/13795/137952688/nsp-elements-fish-72-surfboard.jpg,nsp elements fish 7´2´´ surfboard,equipment,494.99
172,https://www.tradeinn.com/h/13795/137952691/nsp-elements-fun-68-surfboard.jpg,nsp elements fun 6´8´´ surfboard,equipment,503.99
173,https://www.tradeinn.com/h/13795/137952694/nsp-elements-fun-72-surfboard.jpg,nsp elements fun 7´2´´ surfboard,equipment,517.99
174,https://www.tradeinn.com/h/13795/137952697/nsp-elements-fun-76-surfboard.jpg,nsp elements fun 7´6´´ surfboard,equipment,540.99
175,https://www.tradeinn.com/h/13795/137952700/nsp-elements-long-80-surfboard.jpg,nsp elements long 8´0´´ surfboard,equipment,526.99
176,https://www.tradeinn.com/h/13795/137952744/nsp-protech-fun-68-surfboard.jpg,nsp protech fun 6´8´´ surfboard,equipment,463.49
177,https://www.tradeinn.com/h/13795/137952748/nsp-protech-fun-76-surfboard.jpg,nsp protech fun 7´6´´ surfboard,equipment,472.99
178,https://www.tradeinn.com/h/13795/137952750/nsp-protech-long-80-surfboard.jpg,nsp protech long 8´0´´ surfboard,equipment,527.99
179,https://www.tradeinn.com/h/13795/137952754/nsp-protech-long-90-surfboard.jpg,nsp protech long 9´0´´ surfboard,equipment,545.49
180,https://www.tradeinn.com/h/13795/137952762/nsp-protech-tinder-d8-64-surfboard.jpg,nsp protech tinder-d8 6´4´´ surfboard,equipment,436.99
181,https://www.tradeinn.com/h/13795/137952764/nsp-protech-tinder-d8-66-surfboard.jpg,nsp protech tinder-d8 6´6´´ surfboard,equipment,444.99
182,https://www.tradeinn.com/h/13761/137614075/nsp-soft-wide-84-surfboard.jpg,nsp soft wide 8´4´´ surfboard,equipment,818.99
183,https://www.tradeinn.com/h/13761/137614052/nsp-soft-fun-74-surfboard.jpg,nsp soft fun 7´4´´ surfboard,equipment,587.99
184,https://www.tradeinn.com/h/13795/137952637/nsp-cocoflax-hooligan-90-surfboard.jpg,nsp cocoflax hooligan 9´0´´ surfboard,equipment,822.49
185,https://www.tradeinn.com/h/13795/137952668/nsp-e--long-80-surfboard.jpg,nsp e+ long 8´0´´ surfboard,equipment,623.99
186,https://www.tradeinn.com/h/13795/137952690/nsp-elements-fun-68-surfboard.jpg,nsp elements fun 6´8´´ surfboard,equipment,467.99
187,https://www.tradeinn.com/h/13795/137952693/nsp-elements-fun-72-surfboard.jpg,nsp elements fun 7´2´´ surfboard,equipment,480.99
188,https://www.tradeinn.com/h/13795/137952698/nsp-elements-long-80-surfboard.jpg,nsp elements long 8´0´´ surfboard,equipment,526.99
189,https://www.tradeinn.com/h/13795/137952701/nsp-elements-long-86-surfboard.jpg,nsp elements long 8´6 surfboard,equipment,549.99
190,https://www.tradeinn.com/h/13795/137952721/nsp-elements-tinder-d8-60-surfboard.jpg,nsp elements tinder-d8 6´0´´ surfboard,equipment,488.49
191,https://www.tradeinn.com/h/13795/137952723/nsp-elements-tinder-d8-62-surfboard.jpg,nsp elements tinder-d8 6´2´´ surfboard,equipment,463.99
192,https://www.tradeinn.com/h/13795/137952729/nsp-elements-tinder-d8-66-surfboard.jpg,nsp elements tinder-d8 6´6´´ surfboard,equipment,502.99
193,https://www.tradeinn.com/h/13795/137952738/nsp-protech-fish-60-surfboard.jpg,nsp protech fish 6´0´´ surfboard,equipment,435.99
194,https://www.tradeinn.com/h/13975/139752839/nsp-elements-hdt-fun-68-surfboard.jpg,nsp elements hdt fun 6´8´´ surfboard,equipment,477.99
195,https://www.tradeinn.com/h/13975/139752864/nsp-protech-fun-72-surfboard.jpg,nsp protech fun 7´2´´ surfboard,equipment,524.99
