name,platforms,original_price,discounted_price,discount,product_type,rank_in_sale,sale_name,date_recorded
LEGO® Marvel Super Heroes 2 Deluxe Edition,['PS4'],£54.99,£10.99,-80%,FULL_GAME,164,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Borderlands 3 Season Pass Bundle,"['PS4', 'PS5']",£61.99,£30.99,-50%,ADD_ON_PACK,165,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Monster Hunter World: Iceborne,['PS4'],£24.99,£16.24,-35%,LEVEL,166,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Overcooked! All You Can Eat,['PS4'],Unavailable,Unavailable,,FULL_GAME,167,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Overcooked! All You Can Eat,"['PS4', 'PS5']",£30.49,£15.24,-50%,FULL_GAME,168,WM_EU_DEALS,2022-07-22 00:00:00+00:00
NINJA GAIDEN: Master Collection,['PS4'],£32.99,£24.74,-25%,GAME_BUNDLE,169,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sleeping Dogs™ Definitive Edition,['PS4'],£24.99,£3.74,-85%,FULL_GAME,170,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Conan Exiles,['PS4'],£44.99,£17.99,-60%,FULL_GAME,171,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Evil Within 2,['PS4'],£34.99,£6.99,-80%,FULL_GAME,172,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Sinking City: Necronomicon Edition,['PS4'],£49.99,£9.99,-80%,PREMIUM_EDITION,173,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Resident Evil Triple Pack,['PS4'],£39.99,£15.99,-60%,FULL_GAME,174,WM_EU_DEALS,2022-07-22 00:00:00+00:00
MY HERO ONE'S JUSTICE 2,['PS4'],£49.99,£13.99,-72%,FULL_GAME,175,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Destiny 2: Beyond Light,"['PS4', 'PS5']",£24.99,£12.49,-50%,OTHER,176,WM_EU_DEALS,2022-07-22 00:00:00+00:00
PAYDAY 2: THE CRIMEWAVE COLLECTION,['PS4'],£24.99,£4.99,-80%,ADD_ON_PACK,177,WM_EU_DEALS,2022-07-22 00:00:00+00:00
"Black Desert - 6,600 Pearls",[],£44.99,£35.99,-20%,VIRTUAL_CURRENCY,178,WM_EU_DEALS,2022-07-22 00:00:00+00:00
GRID Legends PS4 & PS5,"['PS4', 'PS5']",£59.99,£29.99,-50%,FULL_GAME,179,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Aliens: Fireteam Elite PS4 & PS5,"['PS4', 'PS5']",£34.99,£17.49,-50%,FULL_GAME,180,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Dreams™,['PS4'],£34.99,£13.99,-60%,FULL_GAME,181,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Batman™: Arkham Knight Season Pass,[],£15.99,£3.19,-80%,ADD_ON_PACK,182,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Middle-earth™: Shadow of War™ Definitive Edition,['PS4'],£39.99,£11.99,-70%,FULL_GAME,183,WM_EU_DEALS,2022-07-22 00:00:00+00:00
A Plague Tale: Innocence,['PS4'],Free,Free,,FULL_GAME,184,WM_EU_DEALS,2022-07-22 00:00:00+00:00
A Plague Tale: Innocence,"['PS4', 'PS5']",£34.99,£8.74,-75%,FULL_GAME,185,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Need for Speed™ Rivals,['PS4'],£15.99,£3.99,-75%,FULL_GAME,186,WM_EU_DEALS,2022-07-22 00:00:00+00:00
ARK: Survival Evolved Season Pass,['PS4'],£19.99,£9.99,-50%,OTHER,187,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Dragon Age™: Inquisition - Game of the Year Edition,['PS4'],£24.99,£6.49,-74%,FULL_GAME,188,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Death's Door,"['PS4', 'PS5']",£15.99,£9.59,-40%,FULL_GAME,189,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DiRT Rally 2.0,['PS4'],£24.99,£6.24,-75%,FULL_GAME,190,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Black Desert: Traveler Edition,['PS4'],£24.99,£7.49,-70%,GAME_BUNDLE,191,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Worms W.M.D,['PS4'],£19.99,£3.99,-80%,FULL_GAME,192,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Judgment,['PS4'],£24.99,£13.74,-45%,FULL_GAME,193,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Borderlands 3: Super Deluxe Edition PS4™ &  PS5™,"['PS4', 'PS5']",£69.99,£27.99,-60%,GAME_BUNDLE,194,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Surviving the Aftermath,['PS4'],£24.99,£14.99,-40%,FULL_GAME,195,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Conan Exiles - Isle of Siptah,['PS4'],£15.99,£12.79,-20%,OTHER,196,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FF7R EPISODE INTERmission (New Story Content Featuring Yuffie),['PS5'],Unavailable,Unavailable,,EPISODE,197,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Evil Within,['PS4'],£15.99,£3.99,-75%,FULL_GAME,198,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Rugby 20,['PS4'],£24.99,£7.49,-70%,FULL_GAME,199,WM_EU_DEALS,2022-07-22 00:00:00+00:00
STAR WARS™: Squadrons,['PS4'],£34.99,£8.74,-75%,FULL_GAME,200,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sniper Ghost Warrior Contracts 2 Complete Edition,"['PS4', 'PS5']",£49.99,£24.99,-50%,PREMIUM_EDITION,201,WM_EU_DEALS,2022-07-22 00:00:00+00:00
SCARLET NEXUS Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£54.99,£23.09,-58%,GAME_BUNDLE,202,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Titanfall™ 2 Standard Edition,['PS4'],£17.99,£3.59,-80%,FULL_GAME,203,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Goat Simulator,['PS4'],£7.99,£1.99,-75%,FULL_GAME,204,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Need for Speed™ Payback - Deluxe Edition,['PS4'],£34.99,£7.69,-78%,FULL_GAME,205,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY VII REMAKE,['PS4'],£59.99,£29.99,-50%,FULL_GAME,206,WM_EU_DEALS,2022-07-22 00:00:00+00:00
SOULCALIBUR Ⅵ Deluxe Edition,['PS4'],£79.99,£11.99,-85%,FULL_GAME,207,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Yakuza: Like a Dragon Hero Edition PS4 & PS5,"['PS4', 'PS5']",£64.99,£25.99,-60%,GAME_BUNDLE,208,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Rust Console Edition - Ultimate,['PS4'],£65.99,£49.49,-25%,GAME_BUNDLE,209,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Outer Worlds Expansion Pass,[],£19.99,£15.99,-20%,SEASON_PASS,210,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Werewolf: The Apocalypse - Earthblood Champion of Gaia,['PS5'],£49.99,£14.99,-70%,PREMIUM_EDITION,211,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Werewolf: The Apocalypse - Earthblood Champion of Gaia,['PS4'],£49.99,£14.99,-70%,PREMIUM_EDITION,212,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Grand Theft Auto V (PS4™ & PS5™),"['PS4', 'PS5']",£49.99,£24.99,-50%,GAME_BUNDLE,213,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Sinking City PS5 Deluxe Edition,['PS5'],£53.99,£18.35,-66%,GAME_BUNDLE,214,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Neptunia x SENRAN KAGURA: Ninja Wars,['PS4'],£44.99,£22.49,-50%,FULL_GAME,215,WM_EU_DEALS,2022-07-22 00:00:00+00:00
"Black Desert - 3,200 Pearls",[],£23.99,£19.19,-20%,VIRTUAL_CURRENCY,216,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sherlock Holmes: Crimes and Punishments + Sherlock Holmes: The Devil's Daughter bundle,['PS4'],£53.99,£13.49,-75%,GAME_BUNDLE,217,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Ni no Kuni™ II: Revenant Kingdom - The Prince's Edition,['PS4'],£69.99,£11.19,-84%,FULL_GAME,218,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Nioh 2 Remastered – The Complete Edition PS4 & PS5,"['PS4', 'PS5']",£49.99,£32.99,-34%,FULL_GAME,219,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Need for Speed™ Deluxe Edition,['PS4'],£19.99,£5.99,-70%,FULL_GAME,220,WM_EU_DEALS,2022-07-22 00:00:00+00:00
"Black Desert - 4,360 Pearls",[],£31.99,£25.59,-20%,VIRTUAL_CURRENCY,221,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Middle-earth™: Shadow of Mordor™-Game of the Year Edition,['PS4'],£47.99,£9.59,-80%,FULL_GAME,222,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Worms™ Battlegrounds,['PS4'],£19.99,£3.99,-80%,FULL_GAME,223,WM_EU_DEALS,2022-07-22 00:00:00+00:00
STRANGER OF PARADISE FINAL FANTASY ORIGIN Digital Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£84.99,£59.49,-30%,PREMIUM_EDITION,224,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Catherine: Full Body Deluxe Edition,['PS4'],£44.99,£13.49,-70%,FULL_GAME,225,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Back 4 Blood: Ultimate Edition PS4 & PS5,"['PS4', 'PS5']",£99.97,£44.98,-55%,PREMIUM_EDITION,226,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Ni no Kuni™ II: Revenant Kingdom,['PS4'],£47.99,£6.71,-86%,FULL_GAME,227,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Black Desert: Conqueror Edition,['PS4'],£79.99,£31.99,-60%,PREMIUM_EDITION,228,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Escapists 2,['PS4'],£19.99,£4.99,-75%,FULL_GAME,229,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Mortal Kombat XL,['PS4'],£39.99,£9.99,-75%,FULL_GAME,230,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Monster Hunter World: Iceborne Master Edition,['PS4'],£34.99,£26.24,-25%,GAME_BUNDLE,231,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Atelier Mysterious Trilogy Deluxe Pack,['PS4'],£73.99,£51.79,-30%,GAME_BUNDLE,232,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Mass Effect™: Andromeda – Standard Recruit Edition,['PS4'],£17.99,£6.29,-65%,FULL_GAME,233,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Wolfenstein® II: The New Colossus™ (CUSA07377),['PS4'],£32.99,£6.59,-80%,FULL_GAME,234,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DIRT 5 PS4 & PS5,"['PS4', 'PS5']",£54.99,£15.39,-72%,FULL_GAME,235,WM_EU_DEALS,2022-07-22 00:00:00+00:00
World War Z: Aftermath Deluxe Edition,['PS4'],£44.99,£26.99,-40%,GAME_BUNDLE,236,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Plants vs. Zombies: Battle for Neighborville™,['PS4'],£24.99,£6.24,-75%,FULL_GAME,237,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Warhammer: Chaosbane Slayer Edition,['PS4'],£49.99,£14.99,-70%,PREMIUM_EDITION,238,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Warhammer: Chaosbane Slayer Edition,['PS5'],£49.99,£14.99,-70%,FULL_GAME,239,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY XIV: Endwalker [PS4 & PS5],"['PS4', 'PS5']",£36.99,£25.89,-30%,ADD_ON_PACK,240,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sniper Elite VR,['PS4'],£24.99,£12.49,-50%,FULL_GAME,241,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Chernobylite,['PS4'],£24.99,£17.49,-30%,FULL_GAME,242,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Chernobylite,['PS5'],£24.99,£17.49,-30%,FULL_GAME,243,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DRAGON BALL FIGHTERZ - FighterZ Pass 2,['PS4'],£19.99,£7.99,-60%,ADD_ON_PACK,244,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Skater XL,['PS4'],£34.99,£26.24,-25%,FULL_GAME,245,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Battlefield™ 1,['PS4'],£17.99,£7.19,-60%,FULL_GAME,246,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Chorus,"['PS4', 'PS5']",£34.99,£17.49,-50%,FULL_GAME,247,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Battlefield 4™,['PS4'],£15.99,£6.39,-60%,FULL_GAME,248,WM_EU_DEALS,2022-07-22 00:00:00+00:00
IMMORTALS FENYX RISING SEASON PASS,"['PS4', 'PS5']",£32.99,£16.49,-50%,SEASON_PASS,249,WM_EU_DEALS,2022-07-22 00:00:00+00:00
My Friend Peppa Pig,"['PS4', 'PS5']",£34.99,£24.49,-30%,FULL_GAME,250,WM_EU_DEALS,2022-07-22 00:00:00+00:00
ONE PUNCH MAN: A HERO NOBODY KNOWS Deluxe Edition,['PS4'],£59.99,£8.39,-86%,FULL_GAME,251,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Crash™ Team Racing Nitro-Fueled - Nitros Oxide Edition,['PS4'],£54.99,£21.99,-60%,FULL_GAME,252,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Tormented Souls,['PS4'],Unavailable,Unavailable,,FULL_GAME,253,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Tormented Souls,"['PS4', 'PS5']",£15.99,£9.59,-40%,FULL_GAME,254,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Marvel vs. Capcom: Infinite - Standard Edition,['PS4'],£34.99,£6.99,-80%,FULL_GAME,255,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Destiny 2: Shadowkeep,"['PS4', 'PS5']",£19.99,£7.99,-60%,LEVEL,256,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Phoenix Wright: Ace Attorney Trilogy,['PS4'],£26.99,£13.49,-50%,FULL_GAME,257,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY XV ROYAL EDITION,['PS4'],£29.99,£14.99,-50%,FULL_GAME,258,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Wanderer,['PS4'],£34.99,£24.49,-30%,FULL_GAME,259,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Tales of Berseria,['PS4'],£15.99,£7.99,-50%,FULL_GAME,260,WM_EU_DEALS,2022-07-22 00:00:00+00:00
NASCAR 21: Ignition PS4 and PS5,"['PS4', 'PS5']",£49.99,£29.99,-40%,FULL_GAME,261,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Assassin's Creed 4 Black Flag,['PS4'],£24.99,£9.99,-60%,FULL_GAME,262,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Dead Island: Riptide Definitive Edition,['PS4'],£12.99,£2.59,-80%,FULL_GAME,263,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Dead by Daylight: Resident Evil Chapter,"['PS4', 'PS5']",£9.49,£4.74,-50%,CHARACTER,264,WM_EU_DEALS,2022-07-22 00:00:00+00:00
One Piece Burning Blood,['PS4'],£49.99,£7.49,-85%,FULL_GAME,265,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY XIV Online - Complete Edition,"['PS4', 'PS5']",£44.99,£31.49,-30%,GAME_BUNDLE,266,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Great Ace Attorney Chronicles,['PS4'],£32.99,£20.45,-38%,FULL_GAME,267,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Guilty Gear -Strive- Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£59.99,£41.99,-30%,PREMIUM_EDITION,268,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DRAGON BALL FIGHTERZ - FighterZ Pass,['PS4'],£28.99,£8.69,-70%,ADD_ON_PACK,269,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Weird West,['PS4'],£32.99,£23.09,-30%,FULL_GAME,270,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Just Dance® 2022 PS5,['PS5'],£49.99,£16.49,-67%,FULL_GAME,271,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Just Dance® 2022 PS4,['PS4'],£49.99,£16.49,-67%,FULL_GAME,272,WM_EU_DEALS,2022-07-22 00:00:00+00:00
For Honor Year 3 Pass,[],£24.99,£7.49,-70%,LEVEL,273,WM_EU_DEALS,2022-07-22 00:00:00+00:00
God Eater 3,['PS4'],£49.99,£6.99,-86%,FULL_GAME,274,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Just Die Already,['PS4'],£11.49,£4.59,-60%,FULL_GAME,275,WM_EU_DEALS,2022-07-22 00:00:00+00:00
World War Z: Aftermath,['PS4'],£34.99,£20.99,-40%,GAME_BUNDLE,276,WM_EU_DEALS,2022-07-22 00:00:00+00:00
LEGO® DC Super-Villains Deluxe Edition,['PS4'],£59.99,£11.99,-80%,FULL_GAME,277,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Diablo® Prime Evil Upgrade,"['PS4', 'PS5']",£42.49,£25.49,-40%,GAME_BUNDLE,278,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Train Sim World® 2,"['PS4', 'PS5']",£15.99,£7.99,-50%,FULL_GAME,279,WM_EU_DEALS,2022-07-22 00:00:00+00:00
NBA 2K Playgrounds 2,['PS4'],£24.99,£6.24,-75%,FULL_GAME,280,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY XIV: Endwalker - Collector’s Edition [PS4 & PS5],"['PS4', 'PS5']",£49.99,£34.99,-30%,ADD_ON_PACK,281,WM_EU_DEALS,2022-07-22 00:00:00+00:00
NINJA GAIDEN: Master Collection Deluxe Edition,['PS4'],£39.99,£27.99,-30%,GAME_BUNDLE,282,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Outer Wilds: Archaeologist Edition,['PS4'],£32.99,£19.79,-40%,GAME_BUNDLE,283,WM_EU_DEALS,2022-07-22 00:00:00+00:00
PAW Patrol The Movie: Adventure City Calls,['PS4'],£34.99,£20.99,-40%,FULL_GAME,284,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Hunting Simulator 2 Bear Hunter Edition,['PS4'],£57.99,£20.29,-65%,PREMIUM_EDITION,285,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Hunting Simulator 2 Bear Hunter Edition,['PS5'],£57.99,£23.19,-60%,PREMIUM_EDITION,286,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Terminator: Resistance Enhanced,['PS5'],£39.99,£19.99,-50%,FULL_GAME,287,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Tank Mechanic Simulator,['PS4'],£15.99,£7.99,-50%,FULL_GAME,288,WM_EU_DEALS,2022-07-22 00:00:00+00:00
"Black Desert - 2,040 Pearls",[],£15.49,£12.39,-20%,VIRTUAL_CURRENCY,289,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sackboy: A Big Adventure Digital Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£79.99,£52.79,-34%,PREMIUM_EDITION,290,WM_EU_DEALS,2022-07-22 00:00:00+00:00
AO Tennis 2,['PS4'],£47.99,£9.59,-80%,FULL_GAME,291,WM_EU_DEALS,2022-07-22 00:00:00+00:00
KINGDOM HEARTS HD 1.5 + 2.5 ReMIX,['PS4'],£39.99,£27.99,-30%,FULL_GAME,292,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Road Maintenance Simulator,['PS5'],£24.99,£18.74,-25%,FULL_GAME,293,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Road Maintenance Simulator,['PS4'],£24.99,£18.74,-25%,FULL_GAME,294,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Fallout 76,['PS4'],£34.99,£8.74,-75%,FULL_GAME,295,WM_EU_DEALS,2022-07-22 00:00:00+00:00
MXGP 2021 - The Official Motocross Videogame,['PS5'],£49.99,£14.99,-70%,FULL_GAME,296,WM_EU_DEALS,2022-07-22 00:00:00+00:00
MXGP 2021 - The Official Motocross Videogame,['PS4'],£49.99,£14.99,-70%,FULL_GAME,297,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Outer Wilds,['PS4'],£18.99,£11.39,-40%,FULL_GAME,298,WM_EU_DEALS,2022-07-22 00:00:00+00:00
For Honor Marching Fire Expansion,[],£24.99,£6.24,-75%,ITEM,299,WM_EU_DEALS,2022-07-22 00:00:00+00:00
KINGDOM HEARTS III Re Mind,['PS4'],£24.99,£17.49,-30%,LEVEL,300,WM_EU_DEALS,2022-07-22 00:00:00+00:00
KINGDOM HEARTS III,['PS4'],£54.99,£38.49,-30%,FULL_GAME,301,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Vampire: The Masquerade - Swansong PRIMOGEN EDITION,"['PS4', 'PS5']",£54.99,£27.49,-50%,PREMIUM_EDITION,302,WM_EU_DEALS,2022-07-22 00:00:00+00:00
MY LITTLE PONY: A Maretime Bay Adventure,['PS4'],£34.99,£27.99,-20%,FULL_GAME,303,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Metal Gear Solid V: The Phantom Pain,['PS4'],£24.99,£4.99,-80%,FULL_GAME,304,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Bus Driver Simulator,['PS4'],£15.99,£4.79,-70%,FULL_GAME,305,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Minecraft Dungeons: Ultimate Edition,['PS4'],£34.99,£26.24,-25%,GAME_BUNDLE,306,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Evil Dead: The Game - Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£49.99,£41.49,-17%,GAME_BUNDLE,307,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sifu,"['PS4', 'PS5']",£39.99,£31.99,-20%,PREMIUM_EDITION,308,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY VIII Remastered,['PS4'],£15.99,£7.99,-50%,FULL_GAME,309,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Oxide Room 104,['PS4'],£19.99,£15.99,-20%,FULL_GAME,310,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Serious Sam 4,['PS5'],£34.99,£17.49,-50%,FULL_GAME,311,WM_EU_DEALS,2022-07-22 00:00:00+00:00
RESIDENT EVIL 2 Deluxe Edition,"['PS4', 'PS5']",£44.99,£17.99,-60%,GAME_BUNDLE,312,WM_EU_DEALS,2022-07-22 00:00:00+00:00
FINAL FANTASY® VII,['PS4'],£12.99,£6.49,-50%,FULL_GAME,313,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Lake PS4 & PS5,['PS4'],£15.99,£11.19,-30%,FULL_GAME,314,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Evil Dead: The Game - Season Pass 1,[],£24.99,£20.74,-17%,SEASON_PASS,315,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Grow: Song of the Evertree,['PS4'],£19.99,£13.39,-33%,FULL_GAME,316,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Torchlight III,['PS4'],£32.99,£8.24,-75%,FULL_GAME,317,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Nickelodeon All-Star Brawl,"['PS4', 'PS5']",£44.99,£13.49,-70%,FULL_GAME,318,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Far Cry 4 - Gold Edition,['PS4'],£44.99,£14.84,-67%,FULL_GAME,319,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DEAD OR ALIVE 6 Digital Deluxe Edition,['PS4'],£69.99,£17.49,-75%,GAME_BUNDLE,320,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Persona 5,['PS4'],£49.99,£12.49,-75%,FULL_GAME,321,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Open Country,['PS4'],£12.99,£6.49,-50%,FULL_GAME,322,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Evil Genius 2: World Domination Deluxe Edition PS4 & PS5,"['PS4', 'PS5']",£54.99,£32.99,-40%,GAME_BUNDLE,323,WM_EU_DEALS,2022-07-22 00:00:00+00:00
WRC 9 Deluxe Edition FIA World Rally Championship PS4 & PS5,"['PS4', 'PS5']",£57.99,£14.49,-75%,PREMIUM_EDITION,324,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sakura Wars,['PS4'],£49.99,£14.99,-70%,FULL_GAME,325,WM_EU_DEALS,2022-07-22 00:00:00+00:00
MY HERO ONE'S JUSTICE,['PS4'],£54.99,£7.69,-86%,FULL_GAME,326,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Trine: Ultimate Collection,['PS4'],£36.99,£7.39,-80%,BUNDLE,327,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Edge Of Eternity,"['PS4', 'PS5']",£24.99,£18.74,-25%,FULL_GAME,328,WM_EU_DEALS,2022-07-22 00:00:00+00:00
THE KING OF FIGHTERS XV Standard Edition PS4 & PS5,"['PS4', 'PS5']",£49.99,£32.49,-35%,FULL_GAME,329,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Martha Is Dead PS4™ & PS5™,"['PS4', 'PS5']",£24.99,£19.99,-20%,FULL_GAME,330,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Max Payne,['PS4'],£11.99,£7.19,-40%,FULL_GAME,331,WM_EU_DEALS,2022-07-22 00:00:00+00:00
DRAGON BALL XENOVERSE,['PS4'],£15.99,£3.99,-75%,FULL_GAME,332,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Alex Kidd in Miracle World DX,"['PS4', 'PS5']",£15.99,£6.39,-60%,FULL_GAME,333,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Black Desert: Explorer Edition,['PS4'],£39.99,£15.99,-60%,PREMIUM_EDITION,334,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Evil Genius 2: World Domination PS4 & PS5,"['PS4', 'PS5']",£34.99,£20.99,-40%,FULL_GAME,335,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Unravel,['PS4'],£14.99,£3.74,-75%,FULL_GAME,336,WM_EU_DEALS,2022-07-22 00:00:00+00:00
Sherlock Holmes: Crimes and Punishments,['PS4'],£32.99,£6.59,-80%,FULL_GAME,337,WM_EU_DEALS,2022-07-22 00:00:00+00:00
SWORD ART ONLINE: FATAL BULLET Complete Edition,['PS4'],£49.99,£6.99,-86%,FULL_GAME,338,WM_EU_DEALS,2022-07-22 00:00:00+00:00
WWZ Upgrade to Aftermath,['PS4'],£15.99,£10.39,-35%,OTHER,339,WM_EU_DEALS,2022-07-22 00:00:00+00:00
The Medium,['PS5'],£44.99,£29.24,-35%,FULL_GAME,340,WM_EU_DEALS,2022-07-22 00:00:00+00:00
HOT WHEELS UNLEASHED™ - Collectors Edition,['PS4'],£54.99,£16.49,-70%,PREMIUM_EDITION,341,WM_EU_DEALS,2022-07-22 00:00:00+00:00
HOT WHEELS UNLEASHED™ - Collectors Edition,['PS5'],£54.99,£16.49,-70%,PREMIUM_EDITION,342,WM_EU_DEALS,2022-07-22 00:00:00+00:00
